driver_id,vehicle_type,distance_to_pickup_mi,dropoff_distance_mi,delivery_size_lbs,offered_pay_usd,acceptance_rate_7d,acceptance_rate_14d,acceptance_rate_30d,reliability_score,traffic_delay_min,weather_delay_factor,hour_of_day,day_of_week,accepted
driver_008,hybrid,5.94,10.7,47,12.23,63,62,43,78,20,0.88,2,3,0
driver_008,hybrid,6.96,6.44,38,15.89,85,75,41,61,40,0.93,10,3,1
driver_008,hybrid,2.56,5.64,30,22.34,54,45,41,95,37,0.07,8,6,1
driver_008,hybrid,9.91,1.0,27,9.55,69,54,49,95,9,0.85,15,5,1
driver_008,hybrid,7.66,10.13,37,19.06,76,60,56,93,35,0.86,20,2,0
driver_008,hybrid,4.66,9.61,24,22.85,77,67,47,68,28,0.75,0,0,1
driver_008,hybrid,2.56,8.23,37,20.97,85,61,58,87,3,0.82,19,2,0
driver_008,hybrid,8.35,10.38,5,10.23,78,73,61,100,7,0.37,16,2,0
driver_008,hybrid,1.79,5.91,45,8.96,56,48,43,79,43,0.83,16,5,1
driver_008,hybrid,3.72,5.88,4,21.08,92,84,58,61,3,0.97,19,4,1
driver_008,hybrid,9.79,13.19,41,8.13,74,66,52,96,39,0.95,22,2,0
driver_008,hybrid,1.4,4.91,33,16.66,67,66,64,89,21,0.19,4,6,1
driver_008,hybrid,1.02,1.14,28,19.46,79,56,48,66,8,0.15,12,0,1
driver_008,hybrid,3.07,13.3,43,9.49,74,66,53,76,40,0.31,15,0,1
driver_008,hybrid,9.44,1.51,36,8.18,69,69,46,79,31,0.27,16,5,0
driver_008,hybrid,3.21,7.63,13,21.25,83,64,49,83,23,0.76,1,2,0
driver_008,hybrid,6.58,1.01,27,8.62,70,45,44,69,20,0.11,4,5,1
driver_008,hybrid,3.98,14.04,39,24.44,56,51,41,61,5,0.35,0,1,0
driver_008,hybrid,9.84,4.55,46,8.56,50,48,47,97,29,0.42,10,4,0
driver_008,hybrid,2.6,8.9,12,8.33,78,46,43,77,19,0.33,23,0,1
driver_008,hybrid,2.86,11.93,41,12.91,85,50,50,72,22,0.82,21,4,1
driver_008,hybrid,6.07,8.69,47,14.1,79,45,45,74,45,0.36,10,0,1
driver_008,hybrid,9.98,14.26,28,23.34,58,48,42,64,10,0.62,20,0,0
driver_008,hybrid,9.34,7.22,18,9.09,87,52,49,63,12,0.91,23,2,1
driver_008,hybrid,7.33,12.82,17,19.28,66,59,45,99,7,0.55,10,4,0
driver_008,hybrid,9.21,6.33,9,21.27,98,61,41,98,6,0.83,21,3,1
driver_008,hybrid,0.76,4.41,11,23.23,87,73,72,70,44,0.34,9,3,1
driver_008,hybrid,8.84,2.35,31,19.48,89,89,47,93,37,0.25,14,3,1
driver_008,hybrid,3.98,6.65,44,12.72,73,64,61,89,26,0.65,11,5,1
driver_008,hybrid,2.35,4.85,6,23.04,79,47,41,65,23,0.68,16,5,1
driver_008,hybrid,9.93,8.44,42,18.01,55,47,41,61,2,0.83,4,1,1
driver_008,hybrid,5.05,2.77,13,19.07,66,55,45,81,29,0.39,3,2,0
driver_008,hybrid,9.49,9.39,20,21.6,58,47,42,88,25,0.14,18,6,0
driver_008,hybrid,4.2,1.81,8,11.04,59,49,42,77,12,0.92,14,4,1
driver_008,hybrid,8.29,7.28,45,9.7,52,49,43,86,15,0.5,4,5,1
driver_008,hybrid,3.78,7.46,9,14.85,78,64,44,91,12,0.57,1,2,1
driver_008,hybrid,1.32,4.5,17,15.49,80,70,70,78,2,0.54,3,4,0
driver_008,hybrid,5.8,2.46,24,8.44,72,60,60,97,15,0.16,19,3,0
driver_008,hybrid,3.9,5.49,23,19.97,98,72,72,75,38,0.49,23,2,1
driver_008,hybrid,5.22,11.05,3,21.03,71,58,57,73,30,0.79,10,2,0
driver_008,hybrid,8.65,7.71,32,24.88,87,80,66,91,24,0.61,22,3,0
driver_008,hybrid,2.64,2.15,29,9.87,73,51,48,87,18,0.26,2,6,1
driver_008,hybrid,8.44,2.16,31,22.88,53,48,48,78,38,0.9,3,0,1
driver_008,hybrid,7.4,0.55,27,15.35,54,51,51,81,29,0.5,4,3,1
driver_008,hybrid,8.59,14.61,3,22.29,54,45,41,68,15,0.49,1,3,1
driver_008,hybrid,6.59,9.58,44,20.44,58,57,54,64,36,0.53,12,6,1
driver_008,hybrid,7.12,4.04,34,17.27,74,62,56,61,32,0.86,22,5,1
driver_008,hybrid,1.67,7.89,27,10.12,89,57,50,79,18,0.41,11,4,1
driver_008,hybrid,5.5,1.05,27,15.44,69,59,56,85,23,0.52,5,6,0
driver_008,hybrid,2.18,5.12,44,22.99,86,62,44,70,44,0.79,3,6,1
driver_008,hybrid,9.66,4.93,26,20.57,96,59,59,63,34,0.72,21,1,1
driver_008,hybrid,4.15,7.06,3,24.08,92,86,71,63,20,0.33,5,0,1
driver_008,hybrid,5.93,9.16,9,11.72,97,82,61,74,22,0.86,7,6,1
driver_008,hybrid,1.22,5.13,31,11.83,52,47,47,63,13,0.59,0,3,1
driver_008,hybrid,7.58,13.93,15,13.21,92,48,45,99,43,0.13,9,0,1
driver_008,hybrid,1.45,7.44,15,10.93,99,62,54,95,36,0.52,13,2,1
driver_008,hybrid,4.27,13.45,43,18.03,72,46,40,79,31,0.38,23,4,0
driver_008,hybrid,4.94,0.51,32,11.95,70,51,43,70,24,0.28,0,6,0
driver_008,hybrid,6.84,2.86,7,19.74,58,46,44,84,27,0.32,3,4,1
driver_008,hybrid,1.29,11.45,10,10.66,89,51,45,85,22,0.7,20,2,1
driver_008,hybrid,2.31,1.88,36,23.02,77,54,41,96,36,0.52,22,4,1
driver_008,hybrid,7.27,5.51,21,20.52,90,61,60,84,9,0.84,2,6,1
driver_008,hybrid,0.4,1.02,13,23.54,87,49,49,97,19,0.54,23,0,0
driver_008,hybrid,1.46,7.14,25,13.05,63,50,50,69,14,0.18,6,5,0
driver_008,hybrid,5.04,14.05,39,8.42,94,94,93,65,17,0.6,15,4,1
driver_008,hybrid,8.63,2.49,6,8.98,84,76,61,83,22,0.39,3,5,1
driver_008,hybrid,0.54,0.77,20,11.85,80,57,45,87,22,0.46,20,3,1
driver_008,hybrid,7.33,9.85,21,23.8,85,58,53,67,36,0.29,10,0,1
driver_008,hybrid,4.67,2.7,38,9.42,91,78,47,66,37,0.91,6,6,0
driver_008,hybrid,7.8,3.03,49,15.28,53,46,43,82,36,0.12,12,1,1
driver_008,hybrid,7.21,4.3,7,18.77,67,64,43,63,16,0.43,21,4,0
driver_008,hybrid,9.97,5.8,14,18.83,51,46,44,78,7,0.4,14,3,1
driver_008,hybrid,8.56,10.72,37,22.74,100,51,51,91,21,0.71,17,2,1
driver_008,hybrid,2.9,0.68,14,12.58,82,62,41,95,0,0.91,16,6,0
driver_008,hybrid,0.24,6.08,18,22.16,96,55,49,74,37,0.44,6,0,1
driver_008,hybrid,0.52,9.44,7,14.99,60,47,40,100,36,0.51,8,5,1
driver_008,hybrid,2.81,7.47,12,23.67,75,69,50,60,14,0.09,6,2,1
driver_008,hybrid,6.47,8.56,27,12.83,71,53,51,60,21,0.39,6,6,0
driver_008,hybrid,1.06,10.89,36,11.66,58,58,40,97,24,0.66,12,1,1
driver_008,hybrid,8.87,5.11,31,20.13,86,77,72,97,30,0.31,15,3,0
driver_008,hybrid,0.34,3.31,32,10.97,62,48,48,83,14,0.62,15,1,1
driver_008,hybrid,2.07,0.71,38,21.59,69,55,51,87,27,0.01,6,3,1
driver_008,hybrid,3.18,12.44,50,13.81,85,45,44,86,25,0.4,14,4,0
driver_008,hybrid,9.02,6.49,3,9.44,100,77,41,95,5,0.09,9,4,1
driver_008,hybrid,7.96,13.33,31,8.27,91,74,45,79,4,0.85,22,3,1
driver_008,hybrid,0.7,1.69,38,19.06,63,47,47,100,8,0.43,17,2,0
driver_008,hybrid,8.01,14.29,9,10.78,75,52,52,81,32,0.06,9,1,0
driver_008,hybrid,5.31,5.76,42,21.18,54,48,45,78,9,0.13,14,4,0
driver_008,hybrid,4.56,2.4,26,21.55,74,47,40,71,26,0.92,10,3,0
driver_008,hybrid,8.11,6.88,48,16.83,98,83,74,75,43,0.13,13,5,0
driver_008,hybrid,5.51,13.12,2,18.98,67,48,46,83,10,0.95,2,6,0
driver_008,hybrid,7.3,4.03,38,10.98,96,84,61,62,25,0.84,8,4,0
driver_008,hybrid,1.32,6.19,40,14.85,89,78,63,80,2,0.66,18,4,1
driver_008,hybrid,1.24,13.49,45,9.38,87,72,62,67,44,0.92,8,1,0
driver_008,hybrid,5.0,6.72,40,18.65,61,52,51,74,33,0.06,21,5,0
driver_008,hybrid,3.57,7.16,50,11.36,68,58,46,77,36,0.39,2,4,0
driver_008,hybrid,7.36,12.16,23,8.58,88,73,71,60,4,0.0,2,4,0
driver_008,hybrid,0.44,8.15,38,16.65,59,56,55,91,24,0.15,5,5,1
driver_008,hybrid,8.1,13.17,25,16.99,76,76,75,88,24,0.6,23,4,1
driver_008,hybrid,5.84,3.67,24,19.55,98,69,67,95,21,0.58,11,3,1
driver_008,hybrid,4.66,8.19,30,14.18,65,49,48,69,42,0.13,17,5,1
driver_008,hybrid,3.36,6.21,43,21.41,82,54,48,95,17,0.99,17,0,1
driver_008,hybrid,3.72,2.51,39,19.77,84,73,59,62,15,0.99,3,4,0
driver_009,hybrid,4.17,11.63,45,11.68,61,48,45,97,45,0.83,3,1,1
driver_009,hybrid,2.02,8.73,14,10.17,73,48,45,80,22,0.19,21,0,1
driver_009,hybrid,4.69,4.18,47,10.21,56,53,41,93,2,0.26,2,2,1
driver_009,hybrid,4.5,10.62,48,20.32,55,45,40,88,16,0.06,19,3,1
driver_009,hybrid,5.15,10.89,6,8.23,60,54,52,79,2,0.24,15,6,0
driver_009,hybrid,8.34,2.8,24,14.37,57,57,56,99,34,0.27,10,4,1
driver_009,hybrid,2.28,8.73,9,10.29,54,54,45,88,10,0.89,12,1,1
driver_009,hybrid,8.99,9.1,3,13.34,78,57,40,97,27,0.71,22,6,0
driver_009,hybrid,4.68,7.53,27,12.08,67,61,59,71,25,0.78,21,4,1
driver_009,hybrid,4.36,8.66,26,17.57,65,45,41,92,34,0.93,17,2,1
driver_009,hybrid,5.45,0.94,25,22.74,62,62,61,65,4,0.36,11,1,1
driver_009,hybrid,1.37,13.54,10,8.25,89,81,72,87,37,0.06,23,0,1
driver_009,hybrid,6.63,10.33,15,22.94,77,63,57,65,4,0.5,9,0,1
driver_009,hybrid,8.44,5.76,19,16.08,97,84,55,61,36,0.05,4,2,1
driver_009,hybrid,9.22,5.86,45,22.63,84,50,49,69,18,0.64,1,0,1
driver_009,hybrid,8.78,6.35,14,21.27,72,52,40,72,36,0.73,4,0,0
driver_009,hybrid,7.97,12.25,32,14.18,93,48,41,75,38,0.56,4,0,1
driver_009,hybrid,7.37,5.64,7,14.48,83,74,55,65,17,0.31,6,2,1
driver_009,hybrid,4.87,10.52,16,8.55,79,49,49,71,12,0.1,4,4,1
driver_009,hybrid,1.45,7.11,8,15.93,71,59,43,95,11,0.68,7,4,1
driver_009,hybrid,1.57,10.09,10,14.81,70,48,41,91,19,0.02,9,3,1
driver_009,hybrid,9.71,8.67,5,11.91,62,60,40,74,39,0.13,13,0,1
driver_009,hybrid,2.36,12.29,20,15.78,96,93,75,92,43,0.36,13,0,1
driver_009,hybrid,5.2,6.51,16,18.02,90,78,74,73,41,0.53,15,1,1
driver_009,hybrid,2.93,1.05,28,18.26,98,77,47,63,42,0.07,2,3,1
driver_009,hybrid,2.09,4.77,39,16.66,66,51,43,68,21,0.16,10,4,1
driver_009,hybrid,9.8,9.06,41,19.64,96,84,57,64,27,0.99,16,4,0
driver_009,hybrid,4.75,5.0,27,20.86,53,52,48,94,8,0.73,8,4,1
driver_009,hybrid,1.72,7.33,46,22.12,58,52,47,84,33,0.27,4,6,0
driver_009,hybrid,4.33,3.15,14,23.55,69,45,41,69,34,0.47,18,6,1
driver_009,hybrid,9.19,2.15,45,10.27,55,46,43,66,23,0.67,20,3,1
driver_009,hybrid,9.36,13.39,42,24.37,82,54,49,87,12,0.73,8,6,1
driver_009,hybrid,0.38,7.33,13,19.0,81,76,58,66,33,0.15,19,2,0
driver_009,hybrid,0.44,1.47,43,12.14,72,60,44,77,38,0.67,14,1,1
driver_009,hybrid,7.89,1.41,9,13.81,81,72,63,76,20,0.59,18,2,0
driver_009,hybrid,2.46,5.03,4,21.87,73,53,44,72,13,0.68,0,5,1
driver_009,hybrid,9.08,3.31,21,18.54,77,60,56,65,23,0.49,8,2,1
driver_009,hybrid,2.26,6.49,47,9.66,74,53,48,79,35,0.85,11,3,1
driver_009,hybrid,8.49,4.94,3,21.63,98,93,54,63,0,0.19,16,1,1
driver_009,hybrid,5.23,13.37,32,24.9,58,46,46,68,14,0.8,8,5,0
driver_009,hybrid,3.49,4.78,45,20.32,55,55,44,75,0,0.12,20,0,1
driver_009,hybrid,7.77,7.58,4,12.25,64,47,42,62,30,0.77,5,4,1
driver_009,hybrid,7.93,7.63,8,16.38,71,66,48,99,24,0.12,11,0,1
driver_009,hybrid,3.43,12.37,27,14.14,98,93,50,76,39,0.0,20,6,1
driver_009,hybrid,2.0,3.37,4,24.31,71,69,62,70,1,0.78,16,6,1
driver_009,hybrid,1.29,8.41,49,11.01,87,51,43,71,10,0.9,0,4,1
driver_009,hybrid,3.45,6.56,22,11.61,94,63,55,80,10,0.47,16,4,1
driver_009,hybrid,9.12,7.47,8,12.48,51,51,42,78,42,0.12,3,6,1
driver_009,hybrid,4.53,11.39,8,13.62,98,76,62,62,1,0.07,21,4,1
driver_009,hybrid,5.75,11.84,4,24.19,97,46,44,64,5,0.8,10,2,1
driver_009,hybrid,2.19,14.9,12,10.02,100,49,43,89,2,0.84,18,0,1
driver_009,hybrid,2.38,3.39,2,14.91,65,53,51,62,0,0.69,1,1,1
driver_009,hybrid,4.38,5.61,14,17.57,88,46,42,94,18,0.28,21,1,1
driver_009,hybrid,5.1,14.78,46,23.05,64,58,55,73,32,0.06,13,5,1
driver_009,hybrid,4.79,1.1,15,18.19,93,70,52,96,20,0.93,22,6,1
driver_009,hybrid,3.11,12.77,37,13.74,89,88,87,97,42,0.48,20,5,1
driver_009,hybrid,3.07,14.55,30,22.05,66,63,48,78,7,0.48,7,3,0
driver_009,hybrid,3.63,11.66,22,8.34,57,47,46,99,27,0.11,18,5,0
driver_009,hybrid,1.37,1.65,48,9.7,78,67,66,94,36,0.58,8,4,0
driver_009,hybrid,9.34,13.74,6,10.41,100,76,44,89,41,0.51,13,2,0
driver_009,hybrid,2.97,10.08,30,22.64,72,62,49,92,38,0.76,2,0,0
driver_009,hybrid,9.57,8.2,21,10.94,55,45,40,93,15,0.05,11,5,0
driver_009,hybrid,3.17,1.0,8,15.87,77,51,48,60,32,0.16,18,4,0
driver_009,hybrid,2.69,13.36,3,8.71,63,52,46,94,38,0.36,11,6,0
driver_009,hybrid,5.23,9.06,22,24.81,68,46,42,60,8,0.4,18,0,0
driver_009,hybrid,9.15,12.18,11,11.44,95,81,80,69,28,0.34,21,5,0
driver_009,hybrid,4.77,3.6,11,23.88,55,49,48,77,9,0.22,7,2,0
driver_009,hybrid,3.77,13.95,46,18.63,92,80,43,71,42,0.65,8,2,1
driver_009,hybrid,7.7,3.87,28,12.55,72,49,46,95,33,0.85,21,1,1
driver_009,hybrid,5.14,12.6,32,22.53,55,52,49,99,0,0.3,17,5,1
driver_009,hybrid,1.29,2.94,46,21.75,55,53,52,65,23,0.73,2,3,1
driver_009,hybrid,5.0,5.7,47,21.86,93,81,47,92,13,0.26,8,6,1
driver_009,hybrid,3.36,3.7,15,19.07,90,65,53,64,40,0.31,17,3,1
driver_009,hybrid,6.24,7.66,29,11.08,73,55,50,88,20,0.4,14,4,0
driver_009,hybrid,0.15,1.18,12,18.54,69,50,40,88,35,0.01,19,6,1
driver_009,hybrid,5.82,11.89,39,12.04,95,47,41,93,16,0.42,14,5,1
driver_009,hybrid,7.72,12.01,14,11.01,58,48,47,92,12,0.38,8,0,0
driver_009,hybrid,1.85,12.74,22,16.8,51,48,45,93,35,0.96,13,0,1
driver_009,hybrid,4.64,10.1,13,20.76,87,84,69,63,23,0.42,1,6,0
driver_009,hybrid,2.26,10.63,17,12.75,54,53,41,89,23,0.92,17,4,0
driver_009,hybrid,3.84,4.25,14,8.05,69,53,42,65,23,0.75,19,2,1
driver_009,hybrid,6.7,3.31,13,15.58,55,45,41,62,40,0.92,1,2,1
driver_009,hybrid,8.82,9.42,14,13.02,71,66,56,91,21,0.39,17,3,1
driver_009,hybrid,6.65,9.75,29,15.98,73,71,64,62,14,0.94,5,4,1
driver_009,hybrid,1.94,14.44,46,18.8,98,92,56,93,36,0.53,17,5,1
driver_009,hybrid,4.34,14.77,23,16.49,62,45,41,64,1,0.95,20,0,1
driver_009,hybrid,8.44,13.14,35,19.65,92,63,61,84,33,0.16,17,5,1
driver_009,hybrid,9.16,13.35,45,22.42,90,55,46,75,41,0.98,14,6,0
driver_009,hybrid,1.3,13.22,21,9.74,59,59,47,68,16,0.56,3,0,1
driver_009,hybrid,8.89,6.32,30,20.21,73,58,40,79,15,0.85,1,0,1
driver_009,hybrid,1.73,11.18,11,13.03,75,56,43,80,42,0.85,3,4,0
driver_009,hybrid,4.32,2.62,41,23.45,64,46,41,96,41,0.78,18,2,0
driver_009,hybrid,6.69,7.41,24,10.68,87,61,54,64,3,0.73,7,4,0
driver_009,hybrid,4.24,3.69,8,23.95,74,59,44,72,23,0.16,3,4,1
driver_009,hybrid,6.4,7.59,26,10.89,89,50,46,72,35,0.06,11,5,1
driver_009,hybrid,0.19,3.31,20,17.73,67,49,44,93,22,0.2,8,2,1
driver_009,hybrid,9.83,11.82,33,9.55,84,45,44,82,31,0.12,16,2,1
driver_009,hybrid,2.73,5.42,20,24.99,89,50,45,69,18,0.11,6,1,0
driver_009,hybrid,9.97,0.56,27,8.9,69,54,42,82,4,0.93,7,4,0
driver_009,hybrid,0.97,10.05,39,19.61,73,68,45,78,42,0.61,23,2,1
driver_009,hybrid,4.39,11.87,35,14.18,85,59,57,85,21,0.5,23,1,1
driver_009,hybrid,1.51,8.88,34,8.49,70,60,49,90,11,0.71,9,4,1
driver_009,hybrid,9.03,8.89,2,21.68,59,58,45,80,13,0.71,17,3,1
driver_009,hybrid,1.28,6.14,38,17.42,93,83,79,83,15,0.26,23,2,0
driver_009,hybrid,4.65,1.93,32,14.08,99,77,60,68,10,0.74,20,1,1
driver_009,hybrid,0.21,14.08,22,12.18,83,45,44,96,12,0.25,23,1,1
driver_009,hybrid,1.42,14.33,38,18.92,61,56,49,67,37,0.19,6,5,1
driver_009,hybrid,5.29,4.65,12,12.88,78,75,61,91,34,0.77,8,5,1
driver_009,hybrid,5.14,9.85,23,16.94,54,52,48,87,1,0.41,11,6,1
driver_009,hybrid,3.57,7.89,27,14.75,74,46,45,76,20,0.32,22,4,0
driver_009,hybrid,7.14,10.97,13,8.33,91,53,50,71,39,0.31,2,6,0
driver_009,hybrid,1.89,10.91,27,24.47,76,59,51,95,6,0.56,22,4,1
driver_009,hybrid,0.38,5.42,20,9.49,77,65,47,61,40,0.34,1,0,1
driver_009,hybrid,3.72,10.63,36,20.88,76,64,42,95,33,0.92,22,3,0
driver_009,hybrid,8.22,5.56,16,17.09,63,57,54,78,15,0.14,14,6,0
driver_009,hybrid,6.95,13.6,18,19.43,68,56,49,97,17,0.79,19,0,0
driver_009,hybrid,6.02,7.2,35,9.21,66,62,46,85,13,0.07,7,4,1
driver_009,hybrid,1.34,0.7,8,15.56,93,56,44,90,34,0.99,23,4,1
driver_009,hybrid,6.69,4.47,8,15.46,84,61,61,86,16,0.7,16,2,0
driver_009,hybrid,2.42,4.76,5,15.75,82,49,40,100,38,0.84,6,4,0
driver_009,hybrid,6.58,9.46,34,12.29,84,83,62,77,44,0.31,13,2,1
driver_009,hybrid,2.71,10.59,28,22.86,88,54,40,72,15,0.98,18,1,1
driver_009,hybrid,9.06,3.29,38,15.37,93,71,47,72,33,0.5,10,4,1
driver_009,hybrid,6.34,11.02,40,9.73,70,53,52,83,30,0.19,2,3,1
driver_009,hybrid,4.94,10.36,42,24.02,75,64,59,64,39,0.97,14,1,1
driver_009,hybrid,1.42,7.44,27,18.56,73,69,42,83,7,0.02,9,6,1
driver_009,hybrid,4.84,1.08,50,24.9,85,71,57,84,45,0.72,22,6,0
driver_009,hybrid,9.27,11.41,5,12.0,60,47,47,91,16,0.09,14,4,0
driver_009,hybrid,2.49,4.38,27,20.64,66,59,49,72,12,1.0,10,4,1
driver_009,hybrid,9.35,5.75,47,22.09,100,77,52,68,39,0.69,18,2,1
driver_009,hybrid,5.08,14.26,43,19.56,69,61,61,72,8,0.33,18,2,1
driver_009,hybrid,6.84,12.49,44,15.19,92,70,60,99,13,0.9,2,1,1
driver_009,hybrid,6.1,9.03,44,17.85,66,55,45,74,40,0.3,1,3,1
driver_009,hybrid,7.44,10.1,3,9.46,85,58,48,74,36,0.94,5,2,1
driver_009,hybrid,6.34,6.65,17,18.07,99,53,45,89,33,0.1,0,2,0
driver_009,hybrid,5.52,4.22,13,21.84,92,64,60,69,33,0.85,21,6,1
driver_009,hybrid,5.76,6.81,34,20.22,63,47,42,74,38,0.53,10,3,1
driver_009,hybrid,1.2,6.55,35,20.99,58,57,42,84,43,0.51,23,1,1
driver_009,hybrid,7.09,5.21,13,17.14,73,64,60,68,33,0.99,23,0,0
driver_009,hybrid,2.24,2.38,45,23.46,53,50,49,71,40,0.57,14,3,1
driver_009,hybrid,5.22,9.01,14,17.46,50,46,42,60,0,0.42,3,4,1
driver_009,hybrid,8.96,13.65,49,23.43,81,78,46,72,19,0.25,20,5,1
driver_009,hybrid,3.7,13.94,9,13.94,80,65,51,73,3,0.58,22,6,1
driver_009,hybrid,3.08,12.47,21,14.0,89,65,56,92,22,0.09,8,4,1
driver_009,hybrid,8.04,6.54,47,9.43,77,71,45,78,42,0.85,2,3,0
driver_009,hybrid,2.61,1.38,22,22.56,50,46,46,93,42,0.18,12,4,0
driver_009,hybrid,7.81,2.97,48,15.21,58,46,41,70,22,0.14,13,6,0
driver_009,hybrid,0.94,6.88,19,14.2,58,45,43,72,40,0.7,2,3,1
driver_009,hybrid,3.42,13.58,25,17.56,71,47,46,84,27,0.67,4,2,1
driver_009,hybrid,0.89,1.73,45,12.55,78,74,70,88,37,0.5,17,3,0
driver_009,hybrid,9.36,1.59,34,14.17,78,69,66,73,37,0.07,21,3,1
driver_009,hybrid,3.7,1.06,4,18.11,63,63,42,64,1,0.37,14,3,0
driver_009,hybrid,9.95,6.45,35,12.3,73,65,40,83,14,0.23,20,0,1
driver_009,hybrid,4.79,8.23,48,16.06,94,56,54,90,45,0.52,21,4,1
driver_009,hybrid,9.64,11.52,41,11.02,86,47,41,71,12,0.45,13,3,0
driver_009,hybrid,2.15,2.32,10,20.57,57,53,46,90,8,0.91,23,5,1
driver_009,hybrid,9.14,10.65,10,12.71,81,45,42,70,38,0.72,5,4,0
driver_009,hybrid,1.29,14.84,22,24.54,86,85,65,84,8,0.47,18,3,1
driver_009,hybrid,1.2,5.42,29,24.25,67,62,45,91,15,0.76,11,1,1
driver_009,hybrid,9.35,13.76,8,15.63,83,83,42,81,22,0.3,23,5,0
driver_009,hybrid,0.84,9.44,6,8.53,52,49,47,89,39,0.88,6,2,0
driver_009,hybrid,8.35,1.84,2,10.0,96,52,51,89,18,0.14,21,1,1
driver_009,hybrid,4.72,10.71,50,16.36,79,76,74,91,11,0.85,3,4,0
driver_009,hybrid,0.75,9.44,31,10.24,83,48,45,88,18,0.07,14,2,0
driver_009,hybrid,6.61,14.18,12,10.54,58,49,43,65,2,0.15,11,2,0
driver_009,hybrid,3.38,10.59,35,17.02,78,76,75,65,29,0.99,3,1,0
driver_009,hybrid,1.57,1.68,18,10.4,64,54,47,66,0,0.74,14,5,1
driver_009,hybrid,4.87,12.04,28,18.35,90,81,49,93,34,0.78,12,5,1
driver_009,hybrid,8.06,13.65,28,21.29,82,75,60,95,44,0.04,10,4,1
driver_009,hybrid,4.9,10.65,28,23.62,96,57,54,71,14,0.43,15,3,1
driver_009,hybrid,6.03,13.16,45,23.34,58,54,44,90,20,0.06,7,0,0
driver_009,hybrid,6.51,13.69,42,12.59,86,45,45,60,19,0.5,15,6,0
driver_009,hybrid,7.27,7.94,15,10.55,83,82,46,89,11,0.82,4,1,1
driver_009,hybrid,7.68,13.28,41,8.93,54,49,44,76,3,0.86,17,1,0
driver_009,hybrid,2.58,1.07,25,19.98,84,66,43,74,40,0.3,8,5,0
driver_009,hybrid,1.78,11.76,50,13.23,76,66,43,70,28,0.76,6,1,0
driver_009,hybrid,9.34,11.41,41,9.33,64,57,56,80,20,0.94,12,4,0
driver_009,hybrid,2.57,11.91,17,21.27,89,46,45,70,8,0.01,12,0,1
driver_009,hybrid,0.31,10.34,32,14.33,91,67,54,62,44,0.35,16,6,1
driver_009,hybrid,9.56,6.77,50,12.06,63,54,51,87,35,0.54,2,4,0
driver_009,hybrid,8.95,10.34,12,17.97,91,70,68,63,39,0.05,1,2,1
driver_009,hybrid,5.95,14.3,43,19.74,98,67,65,96,16,0.96,22,6,1
driver_009,hybrid,2.54,13.41,7,13.14,81,47,47,79,39,0.63,10,0,1
driver_009,hybrid,9.85,4.96,49,14.85,89,64,62,100,31,0.86,9,1,0
driver_009,hybrid,9.44,11.42,3,23.11,82,70,43,88,28,0.12,15,1,0
driver_009,hybrid,3.99,7.06,10,14.94,78,78,67,70,2,0.83,23,2,1
driver_009,hybrid,6.53,11.22,13,8.6,91,45,44,80,44,0.19,13,3,0
driver_009,hybrid,2.94,12.99,14,9.69,99,73,47,83,36,0.97,23,6,0
driver_009,hybrid,9.51,9.05,27,14.69,93,91,73,96,45,0.53,8,4,1
driver_009,hybrid,8.27,12.38,6,21.35,81,47,43,73,12,0.96,2,5,1
driver_009,hybrid,2.99,1.6,14,8.65,54,49,43,83,27,0.62,3,5,1
driver_009,hybrid,7.08,4.52,49,20.87,99,83,46,86,38,0.53,13,2,0
driver_009,hybrid,1.34,7.26,22,15.97,56,47,41,66,14,0.49,18,1,1
driver_009,hybrid,1.75,9.26,17,12.59,58,47,42,88,13,0.34,15,4,1
driver_009,hybrid,3.57,11.13,3,16.23,58,45,45,73,34,0.51,11,2,1
driver_009,hybrid,0.75,14.41,49,17.65,98,73,63,71,13,0.4,17,4,0
driver_009,hybrid,9.2,12.07,30,21.04,51,46,42,66,38,0.05,8,6,1
driver_009,hybrid,0.91,3.8,28,18.74,65,65,43,62,27,0.99,10,4,1
driver_009,hybrid,3.38,1.62,49,23.98,67,63,61,71,25,0.89,1,5,1
driver_009,hybrid,0.3,14.47,15,14.98,76,46,41,94,33,0.83,5,2,1
driver_009,hybrid,8.87,11.97,37,23.11,60,48,43,60,43,0.26,22,6,1
driver_009,hybrid,1.95,3.85,46,22.24,67,57,54,100,33,0.24,15,4,0
driver_009,hybrid,9.97,4.16,45,21.51,75,67,50,61,17,0.06,10,0,1
driver_009,hybrid,8.6,12.49,19,20.69,90,82,51,71,43,0.19,18,3,1
driver_009,hybrid,9.36,7.36,44,20.34,97,81,58,72,27,0.06,12,2,0
driver_009,hybrid,9.37,13.35,4,18.07,93,67,55,72,41,0.6,18,4,1
driver_009,hybrid,3.16,14.18,5,10.45,89,78,76,96,37,0.23,19,3,1
driver_009,hybrid,7.68,11.66,11,24.48,72,48,48,100,34,0.88,6,2,1
driver_009,hybrid,2.08,10.94,27,15.22,79,71,68,62,15,0.8,11,5,1
driver_009,hybrid,9.85,3.92,13,11.03,93,78,49,65,29,0.09,13,0,0
driver_009,hybrid,7.28,4.01,15,11.63,82,74,73,82,23,0.07,4,6,1
driver_009,hybrid,5.58,10.65,36,16.0,60,54,41,60,3,0.2,3,3,1
